"source_id";"type";"reg_number";"category";"homebase";"max_pax";"yom";"operator"
"734";"Legacy 500";"OD-CXJ";"Medium";"OLBA";"10.0";"2016.0";"Cedar Executive"
"735";"Legacy 500";"OD-CXL";"Medium";"OLBA";"10.0";"2017.0";"Cedar Executive"
"736";"Beech Baron 58";"N4465N";"Turbo-prop";"KLIT";"4.0";"2000.0";"Central Flying Service, Inc."
"737";"Beech Baron 58";"N50SS";"Turbo-prop";"KLIT";"4.0";"2000.0";"Central Flying Service, Inc."
"738";"Citation CJ";"N47SH";"Light";"KLIT";"6.0";"1993.0";"Central Flying Service, Inc."
"739";"Citation CJ";"N959HM";"Light";"KLIT";"6.0";"1994.0";"Central Flying Service, Inc."
"740";"King Air 200";"N152WL";"Turbo-prop";"KLIT";"8.0";"1977.0";"Central Flying Service, Inc."
"741";"Citation CJ2";"G-SONE";"Light";"EGKB";"5.0";"2001.0";"Centreline AV Ltd"
"742";"Citation CJ2+";"G-LFBD";"Light";"EGGD";"7.0";"2013.0";"Centreline AV Ltd"
"743";"Citation CJ2+";"G-TWOP";"Light";"EGLF";"7.0";"2008.0";"Centreline AV Ltd"
"744";"Falcon 2000LXS";"G-PULA";"Heavy";"EGJB";"10.0";"2014.0";"Centreline AV Ltd"
"745";"Legacy 500";"G-HARG";"Medium";"EGGD";"9.0";"2016.0";"Centreline AV Ltd"
"746";"Legacy 500";"G-RORA";"Medium";"EGCC";"9.0";"2018.0";"Centreline AV Ltd"
"747";"Legacy 500";"G-TULI";"Medium";"EGGD";"9.0";"2015.0";"Centreline AV Ltd"
"748";"Phenom 300";"G-DCMT";"Light";"EGGW";"7.0";"2013.0";"Centreline AV Ltd"
"749";"Hawker 1000";"N600MV";"Medium";"KVNY";"9.0";"1993.0";"Century Jets"
"750";"Eclipse 500";"2-JSEG";"Light";"EGJB";"2.0";"2008.0";"Channel Jets"
"751";"Challenger 300";"N256GG";"Medium";"KHEF";"8.0";"2008.0";"Chantilly Air"
"752";"Challenger 605";"N57MH";"Heavy";"KHEF";"10.0";"2010.0";"Chantilly Air"
"753";"Challenger 605";"N949MC";"Heavy";"KHEF";"11.0";"2010.0";"Chantilly Air"
"754";"Learjet 45";"N881MJ";"Light";"KHEF";"8.0";"2000.0";"Chantilly Air"
"755";"Learjet 60";"N326HG";"Medium";"KHEF";"8.0";"1999.0";"Chantilly Air"
"756";"Bell 427";"OK-ERP";"Helicopter twin engine";"LIPB";"6.0";"2004.0";"Charter advisory "
"757";"Phenom 100";"OK-VAN";"Light";"LKPR";"4.0";"2010.0";"Charter advisory "
"758";"Gulfstream G-280";"C-GFZG";"Medium";"CYYZ";"9.0";"2018.0";"Charter Air Transportation Services Inc"
"759";"Citation X";"N752WJ";"Medium";"KTEB";"8.0";"1997.0";"Charter Airlines, LLC"
"760";"Citation X";"N868DM";"Medium";"KVNY";"8.0";"1999.0";"Charter Airlines, LLC"
"761";"Learjet 35A";"N703DJ";"Light";"KFXE";"7.0";"1977.0";"Charter Airlines, LLC"
"762";"Learjet 60";"N225GP";"Medium";"KFXE";"8.0";"1999.0";"Charter Airlines, LLC"
"763";"Learjet 60";"N744RD";"Medium";"KFXE";"7.0";"1995.0";"Charter Airlines, LLC"
"764";"Learjet 60";"N777YY";"Medium";"KFXE";"8.0";"1995.0";"Charter Airlines, LLC"
"765";"Learjet 60";"N917PG";"Medium";"KTEB";"8.0";"1998.0";"Charter Airlines, LLC"
"766";"King Air 200";"N903DK";"Turbo-prop";"KCLT";"8.0";"1980.0";"Charter Jet Transport, Inc."
"767";"Falcon 2000S";"LY-GVS";"Heavy";"EYVI";"10.0";"2013.0";"Charter Jets"
"768";"Hawker 800XP";"LY-HCW";"Medium";"EYVI";"8.0";"1999.0";"Charter Jets"
"769";"Hawker 800XP";"LY-LTA";"Medium";"EYVI";"6.0";"2006.0";"Charter Jets"
"770";"Falcon 50";"N805DW";"Medium";"KARR";"10.0";"1986.0";"Chicago Jet Group"
"771";"Falcon 50";"N850FJ";"Medium";"KARR";"9.0";"1991.0";"Chicago Jet Group"
"772";"Falcon 50";"N954SG";"Medium";"KARR";"9.0";"1986.0";"Chicago Jet Group"
"773";"Falcon 900B";"N670JD";"Heavy";"KARR";"10.0";"1988.0";"Chicago Jet Group"
"774";"Cessna Grand Caravan 208B";"N815KD";"Turbo-prop";"KFXE";"9.0";"2017.0";"Chartright Air Group"
"775";"Challenger 300";"CFIOV";"Medium";"CYYZ";"9.0";"2012.0";"Chartright Air Group"
"776";"Challenger 300";"CGSJK";"Medium";"CYYC";"9.0";"2013.0";"Chartright Air Group"
"777";"Challenger 350";"CFFBE";"Medium";"CYYZ";"8.0";"2015.0";"Chartright Air Group"
"778";"Challenger 350";"CGTPJ";"Medium";"CYVR";"8.0";"2014.0";"Chartright Air Group"
"779";"Challenger 601";"CGPAJ";"Heavy";"CYYZ";"12.0";"1988.0";"Chartright Air Group"
"780";"Challenger 650";"CFJCB";"Heavy";"CYYZ";"12.0";"2015.0";"Chartright Air Group"
"781";"Citation Excel";"CFKHJ";"Light";"CYYC";"8.0";"2001.0";"Chartright Air Group"
"782";"Citation Excel";"N605VR";"Light";"KSDL";"8.0";"2001.0";"Chartright Air Group"
"783";"Citation Ultra";"CFCAG";"Light";"CYYZ";"7.0";"1999.0";"Chartright Air Group"
"784";"Citation Ultra";"CGJET";"Light";"CYYZ";"7.0";"1998.0";"Chartright Air Group"
"785";"Citation Ultra";"CGKZC";"Light";"CYYZ";"7.0";"1995.0";"Chartright Air Group"
"786";"Citation VII";"CFCIG";"Medium";"CYYZ";"7.0";"1999.0";"Chartright Air Group"
"787";"Global 5000";"CGJCB";"Heavy";"CYYZ";"14.0";"2010.0";"Chartright Air Group"
"788";"Gulfstream G-200";"CGWPB";"Medium";"CYYZ";"10.0";"2005.0";"Chartright Air Group"
"789";"King Air B-200";"CFGGH";"Turbo-prop";"CYQR";"7.0";"1998.0";"Chartright Air Group"
"790";"Learjet 45XR";"CGNSC";"Light";"CYYZ";"8.0";"2003.0";"Chartright Air Group"
"791";"Falcon 50 EX";"C-FFTR";"Medium";"CYHU";"9.0";"2000.0";"Chrono Aviation, Inc."
"792";"King Air 350";"C-GJKA";"Turbo-prop";"CYUL";"9.0";"2001.0";"Chrono Aviation, Inc."
"793";"BN-2A-20";"N55JA";"Turbo-prop";"KCMA";"9.0";"1971.0";"CI Jets"
"794";"Citation CJ";"N266CJ";"Light";"KCMA";"5.0";"1998.0";"CI Jets"
"795";"Citation CJ3";"N615KJ";"Light";"KCMA";"8.0";"2008.0";"CI Jets"
"796";"Citation CJ3+";"N5341M";"Light";"KCMA";"8.0";"2018.0";"CI Jets"
"797";"Beechjet 400A";"N400KP";"Light";"KLAS";"7.0";"2001.0";"Cirrus Aviation Services"
"798";"Challenger 604";"N437MC";"Heavy";"KLAS";"10.0";"2002.0";"Cirrus Aviation Services"
"799";"Challenger 604";"N484CR";"Heavy";"KLAS";"12.0";"1997.0";"Cirrus Aviation Services"
"800";"Citation III";"N702SS";"Medium";"KLAS";"8.0";"1987.0";"Cirrus Aviation Services"
"801";"Hawker 800A";"N814ST";"Medium";"KLAS";"8.0";"1995.0";"Cirrus Aviation Services"
"802";"Hawker 800XP";"N1811S";"Medium";"KLAS";"9.0";"2005.0";"Cirrus Aviation Services"
"803";"Hawker 900 XP";"N703CD";"Medium";"KLAS";"9.0";"2007.0";"Cirrus Aviation Services"
"804";"Hawker 900XP";"N786QV";"Medium";"KLAS";"9.0";"2008.0";"Cirrus Aviation Services"
"805";"Learjet 45XR";"N108KN";"Light";"KLAS";"9.0";"2007.0";"Cirrus Aviation Services"
"806";"Learjet 45XR";"N787CH";"Light";"KLAS";"9.0";"2005.0";"Cirrus Aviation Services"
"807";"Learjet 60";"N208BH";"Medium";"KLAS";"7.0";"2001.0";"Cirrus Aviation Services"
"808";"Learjet 60";"N570RR";"Medium";"KLAS";"7.0";"1999.0";"Cirrus Aviation Services"
"809";"Learjet 60";"N975LV";"Medium";"KLAS";"7.0";"1998.0";"Cirrus Aviation Services"
"810";"Premier IA";"N22VK";"Light";"KLAS";"6.0";"2008.0";"Cirrus Aviation Services"
"811";"Premier IA";"N390SA";"Light";"KVNY";"6.0";"2007.0";"Citation Associates, Inc"
"812";"Hawker 850XP";"LY-DSK";"Medium";"EYVI";"8.0";"2007.0";"Classic Jet"
"813";"Hawker 900XP";"LY-FSK";"Medium";"EYVI";"8.0";"2009.0";"Classic Jet"
"814";"Challenger 350";"N347FZ";"Medium";"KBFI";"9.0";"2017.0";"Clay Lacy Aviation, Inc."
"815";"Challenger 604";"N604AV";"Heavy";"KOXC";"10.0";"1999.0";"Clay Lacy Aviation, Inc."
"816";"Challenger 604";"N604SB";"Heavy";"KVNY";"9.0";"2003.0";"Clay Lacy Aviation, Inc."
"817";"Citation CJ3";"N139CJ";"Light";"KOXC";"8.0";"2007.0";"Clay Lacy Aviation, Inc."
"818";"Citation Ultra";"N579BJ";"Light";"KSBA";"7.0";"1996.0";"Clay Lacy Aviation, Inc."
"819";"Falcon 2000";"N180VG";"Heavy";"KVNY";"10.0";"2001.0";"Clay Lacy Aviation, Inc."
"820";"Falcon 2000";"N192HA";"Heavy";"KPNE";"8.0";"1998.0";"Clay Lacy Aviation, Inc."
"821";"Falcon 2000";"N470MK";"Heavy";"KVNY";"8.0";"2001.0";"Clay Lacy Aviation, Inc."
"822";"Falcon 2000";"N783FS";"Heavy";"KVNY";"10.0";"1995.0";"Clay Lacy Aviation, Inc."
"823";"Falcon 2000EX EASy";"N20YC";"Heavy";"KBZN";"10.0";"2006.0";"Clay Lacy Aviation, Inc."
"824";"Falcon 2000EX EASy";"N510CT";"Heavy";"KVNY";"8.0";"2004.0";"Clay Lacy Aviation, Inc."
"825";"Falcon 2000EX EASy";"N552GR";"Heavy";"KVNY";"10.0";"2009.0";"Clay Lacy Aviation, Inc."
"826";"Falcon 2000EX EASy";"N833JB";"Heavy";"KVNY";"10.0";"2004.0";"Clay Lacy Aviation, Inc."
"827";"Falcon 2000EX EASy";"N909MM";"Heavy";"KVNY";"8.0";"2004.0";"Clay Lacy Aviation, Inc."
"828";"Falcon 50 EX";"N280BD";"Medium";"KOXC";"8.0";"2003.0";"Clay Lacy Aviation, Inc."
"829";"Falcon 900C";"N48KZ";"Heavy";"KVNY";"13.0";"2001.0";"Clay Lacy Aviation, Inc."
"830";"Falcon 900EX EASy";"N297GB";"Heavy";"KVNY";"9.0";"2004.0";"Clay Lacy Aviation, Inc."
"831";"Falcon 900EX EASy";"N923EA";"Heavy";"KVNY";"11.0";"2006.0";"Clay Lacy Aviation, Inc."
"832";"Falcon DA-7X";"N888AR";"Heavy";"KOXC";"16.0";"2008.0";"Clay Lacy Aviation, Inc."
"833";"Falcon DA-7X";"N990HA";"Heavy";"KOXC";"12.0";"2009.0";"Clay Lacy Aviation, Inc."
"834";"Global 5000";"N375WB";"Heavy";"KOXC";"13.0";"2008.0";"Clay Lacy Aviation, Inc."
"835";"Global 6000";"N1WW";"Heavy";"KPBI";"13.0";"2017.0";"Clay Lacy Aviation, Inc."
"836";"Global Express";"N320GX";"Heavy";"KVNY";"8.0";"2002.0";"Clay Lacy Aviation, Inc."
"837";"Gulfstream G-150";"N787BN";"Medium";"KVNY";"7.0";"2007.0";"Clay Lacy Aviation, Inc."
"838";"Gulfstream G-280";"N889MR";"Medium";"KVNY";"9.0";"2018.0";"Clay Lacy Aviation, Inc."
"839";"Gulfstream G-450";"N236KR";"Heavy";"KVNY";"14.0";"2011.0";"Clay Lacy Aviation, Inc."
"840";"Gulfstream G-450";"N24JR";"Heavy";"KVNY";"9.0";"2008.0";"Clay Lacy Aviation, Inc."
"841";"Gulfstream G-450";"N326AZ";"Heavy";"KVNY";"14.0";"2005.0";"Clay Lacy Aviation, Inc."
"842";"Gulfstream G-450";"N450LV";"Heavy";"KAPF";"14.0";"2006.0";"Clay Lacy Aviation, Inc."
"843";"Gulfstream G-450";"N48PL";"Heavy";"KOXC";"14.0";"2009.0";"Clay Lacy Aviation, Inc."
"844";"Gulfstream G-450";"N756J";"Heavy";"KVNY";"14.0";"2012.0";"Clay Lacy Aviation, Inc."
"845";"Gulfstream G-550";"N173NY";"Heavy";"KVNY";"14.0";"2007.0";"Clay Lacy Aviation, Inc."
"846";"Gulfstream G-550";"N35GR";"Heavy";"KVNY";"9.0";"2008.0";"Clay Lacy Aviation, Inc."
"847";"Gulfstream G-650ER";"N113CS";"Heavy";"KOXC";"14.0";"2014.0";"Clay Lacy Aviation, Inc."
"848";"Gulfstream G-650ER";"N298AL";"Heavy";"KOXC";"16.0";"2018.0";"Clay Lacy Aviation, Inc."
"849";"Gulfstream G-IV";"N445MD";"Heavy";"KOAK";"10.0";"1999.0";"Clay Lacy Aviation, Inc."
"850";"Gulfstream G-IV";"N719SA";"Heavy";"KVNY";"14.0";"1989.0";"Clay Lacy Aviation, Inc."
"851";"Gulfstream G-IV";"N955MB";"Heavy";"KVNY";"13.0";"1987.0";"Clay Lacy Aviation, Inc."
"852";"Gulfstream G-IVSP";"N104AD";"Heavy";"KVNY";"13.0";"2000.0";"Clay Lacy Aviation, Inc."
"853";"Gulfstream G-IVSP";"N110SN";"Heavy";"KVNY";"13.0";"1992.0";"Clay Lacy Aviation, Inc."
"854";"Gulfstream G-IVSP";"N1625";"Heavy";"KVNY";"13.0";"1998.0";"Clay Lacy Aviation, Inc."
"855";"Gulfstream G-IVSP";"N1D";"Heavy";"KOXC";"13.0";"1992.0";"Clay Lacy Aviation, Inc."
"856";"Gulfstream G-IVSP";"N371FP";"Heavy";"KSJC";"13.0";"1999.0";"Clay Lacy Aviation, Inc."
"857";"Gulfstream G-IVSP";"N432HC";"Heavy";"KVNY";"13.0";"1995.0";"Clay Lacy Aviation, Inc."
"858";"Gulfstream G-V";"N318AG";"Heavy";"KVNY";"14.0";"1997.0";"Clay Lacy Aviation, Inc."
"859";"Gulfstream G-V";"N779WA";"Heavy";"KAPF";"12.0";"1997.0";"Clay Lacy Aviation, Inc."
"860";"Gulfstream G-V";"N888XY";"Heavy";"KVNY";"14.0";"1997.0";"Clay Lacy Aviation, Inc."
"861";"Hawker 800XP";"N333MV";"Medium";"KHPN";"8.0";"1999.0";"Clay Lacy Aviation, Inc."
"862";"Hawker 900XP";"N900VA";"Medium";"KBFI";"8.0";"2007.0";"Clay Lacy Aviation, Inc."
"863";"Learjet 70";"N106GK";"Light";"KPDX";"6.0";"2013.0";"Clay Lacy Aviation, Inc."
"864";"Legacy 600";"N226HY";"Heavy";"KVNY";"13.0";"2007.0";"Clay Lacy Aviation, Inc."
"865";"Legacy 600";"N317LL";"Heavy";"KVNY";"8.0";"2007.0";"Clay Lacy Aviation, Inc."
"866";"Legacy 600";"N900EM";"Heavy";"KLAS";"13.0";"2006.0";"Clay Lacy Aviation, Inc."
"867";"Phenom 300";"N168JC";"Light";"KVNY";"8.0";"2015.0";"Clay Lacy Aviation, Inc."
"868";"Pilatus PC-24";"N74JX";"Light";"KOXC";"6.0";"2018.0";"Clay Lacy Aviation, Inc."
"869";"Citation Mustang";"EC-LDK";"Light";"LEBL";"4.0";"2009.0";"Clipper National Air"
"870";"Citation Mustang";"EC-LZS";"Light";"LEMD";"4.0";"2008.0";"Clipper National Air"
"871";"Citation SII";"EC-LQF";"Light";"LEBL";"8.0";"1985.0";"Clipper National Air"
"872";"Nextant 400XTi";"N253AF";"Light";"KTEB";"6.0";"2000.0";"Cobalt Air, LLC"
"873";"Pilatus PC-12/47";"N851EB";"Turbo-prop";"KPSM";"6.0";"2007.0";"Cobalt Air, LLC"
"874";"Pilatus PC-12/47";"N869AF";"Turbo-prop";"KTEB";"6.0";"2008.0";"Cobalt Air, LLC"
"875";"Pilatus PC-12/47";"N874AF";"Turbo-prop";"KTPA";"6.0";"2008.0";"Cobalt Air, LLC"
"876";"Pilatus PC-12/47";"N877AF";"Turbo-prop";"KBED";"6.0";"2008.0";"Cobalt Air, LLC"
"877";"Pilatus PC-12/47";"N879AF";"Turbo-prop";"KBWI";"6.0";"2008.0";"Cobalt Air, LLC"
"878";"Pilatus PC-12/47E (NG)";"N112AF";"Turbo-prop";"KPDK";"6.0";"2013.0";"Cobalt Air, LLC"
"879";"Pilatus PC-12/47E (NG)";"N243AF";"Turbo-prop";"KBED";"6.0";"2010.0";"Cobalt Air, LLC"
"880";"Pilatus PC-12/47E (NG)";"N295AF";"Turbo-prop";"KBED";"6.0";"2011.0";"Cobalt Air, LLC"
"881";"Pilatus PC-12/47E (NG)";"N319AF";"Turbo-prop";"KPBI";"6.0";"2011.0";"Cobalt Air, LLC"
"882";"Pilatus PC-12/47E (NG)";"N340AF";"Turbo-prop";"KPSM";"6.0";"2012.0";"Cobalt Air, LLC"
"883";"Pilatus PC-12/47E (NG)";"N715AF";"Turbo-prop";"KPNE";"6.0";"2017.0";"Cobalt Air, LLC"
"884";"Pilatus PC-12/47E (NG)";"N721AF";"Turbo-prop";"KBWI";"6.0";"2006.0";"Cobalt Air, LLC"
"885";"Pilatus PC-12/47E (NG)";"N774AF";"Turbo-prop";"KPDK";"6.0";"2018.0";"Cobalt Air, LLC"
"886";"Pilatus PC-12/47E (NG)";"N785AF";"Turbo-prop";"KPBI";"6.0";"2018.0";"Cobalt Air, LLC"
"887";"Pilatus PC-12/47E (NG)";"N806AF";"Turbo-prop";"KBED";"6.0";"2018.0";"Cobalt Air, LLC"
"888";"Pilatus PC-12/47E (NG)";"N835AF";"Turbo-prop";"KPNE";"6.0";"2018.0";"Cobalt Air, LLC"
"889";"Pilatus PC-12/47E (NG)";"N913AF";"Turbo-prop";"KPBI";"6.0";"2008.0";"Cobalt Air, LLC"
"890";"Pilatus PC-12/47E (NG)";"N955AF";"Turbo-prop";"KFXE";"6.0";"2008.0";"Cobalt Air, LLC"
"891";"Pilatus PC-12/47E (NG)";"N959AF";"Turbo-prop";"KIAD";"6.0";"2008.0";"Cobalt Air, LLC"
"892";"Citation CJ2";"N866CB";"Light";"KOGD";"7.0";"2002.0";"Coleman Jet, LLC"
"893";"Gulfstream G-200";"N188AJ";"Medium";"KOGD";"10.0";"2002.0";"Coleman Jet, LLC"
"894";"Gulfstream G-200";"N860CB";"Medium";"KMCC";"9.0";"2003.0";"Coleman Jet, LLC"
"895";"Gulfstream G-IV";"N2129";"Heavy";"KGYY";"16.0";"1989.0";"Coleman Jet, LLC"
"896";"Pilatus PC 12";"N303JD";"Turbo-prop";"KMCC";"8.0";"2000.0";"Coleman Jet, LLC"
"897";"Pilatus PC 12";"N515RP";"Turbo-prop";"KOGD";"7.0";"2000.0";"Coleman Jet, LLC"
"898";"Pilatus PC 12";"N739S";"Turbo-prop";"KVNY";"9.0";"2007.0";"Coleman Jet, LLC"
"899";"Pilatus PC-12/47";"N863CB";"Turbo-prop";"KOGD";"9.0";"2007.0";"Coleman Jet, LLC"
"900";"Challenger 600";"ZS-BGA";"Heavy";"FALA";"11.0";"1982.0";"Comair Flight Services"
"901";"Citation M2";"ZS-TTH";"Light";"FACT";"7.0";"2017.0";"Comair Flight Services"
"902";"Citation Mustang";"ZS-DFI";"Light";"FALA";"4.0";"2008.0";"Comair Flight Services"
"903";"Falcon 900EX";"ZS-DEX";"Heavy";"FACT";"14.0";"2000.0";"Comair Flight Services"
"904";"Hawker 4000";"ZS-DDT";"Medium";"FALA";"8.0";"2012.0";"Comair Flight Services"
"905";"King Air B-200";"ZS-PCH";"Turbo-prop";"FALA";"8.0";"2004.0";"Comair Flight Services"
"906";"Learjet 45";"ZS-LRJ";"Light";"FALA";"8.0";"2003.0";"Comair Flight Services"
"907";"Learjet 45XR";"ZS-SGU";"Light";"FALA";"9.0";"2008.0";"Comair Flight Services"
"908";"Learjet 60";"ZS-TEJ";"Medium";"FALA";"6.0";"2000.0";"Comair Flight Services"
"909";"Nextant XT";"ZS-LMF";"Light";"FALA";"7.0";"2012.0";"Comair Flight Services"
"910";"Pilatus PC 12";"ZS-OFD";"Turbo-prop";"FALA";"8.0";"1998.0";"Comair Flight Services"
"911";"Pilatus PC 12";"ZS-TLA";"Turbo-prop";"FALA";"8.0";"2000.0";"Comair Flight Services"
"912";"Pilatus PC-12/47E (NG)";"ZS-LEE";"Turbo-prop";"FAVV";"8.0";"2010.0";"Comair Flight Services"
"913";"Pilatus PC-12/47E (NG)";"ZS-TLH";"Turbo-prop";"FALA";"8.0";"2018.0";"Comair Flight Services"
"914";"Pilatus PC-12/47E (NG)";"ZS-TWF";"Turbo-prop";"FALA";"8.0";"2010.0";"Comair Flight Services"
"915";"Airbus 318 Elite";"9H-UEC";"Heavy";"RPLC";"18.0";"2013.0";"Comlux Aviation"
"916";"Airbus 319 Corporate Jet";"9H-AVK";"Heavy";"UAAA";"19.0";"2012.0";"Comlux Aviation"
"917";"Airbus 319 Corporate Jet";"T7-ACJ";"Heavy";"LMML";"19.0";"2008.0";"Comlux Aviation"
"918";"Boeing 767-200 VIP";"P4-CLA";"Heavy";"LMML";"63.0";"2002.0";"Comlux Aviation"
"919";"Boeing 777-200 LR";"P4-XTL";"Heavy";"KRSW";"88.0";"2011.0";"Comlux Aviation"
"920";"Challenger 605";"9H-OWL";"Heavy";"LEMD";"10.0";"2013.0";"Comlux Aviation"
"921";"Global 6000";"9H-CIO";"Heavy";"UAAA";"13.0";"2013.0";"Comlux Aviation"
"922";"Hawker 900XP";"9H-GYB";"Medium";"UUWW";"6.0";"2010.0";"Comlux Aviation"
"923";"Airbus 318 Elite";"A6-CAS";"Heavy";"OMDW";"19.0";"2011.0";"Constellation Aviation Services LLC"
"924";"Canadair CRJ-200";"N207RW";"Heavy";"KMQY";"16.0";"2003.0";"Contour Aviation"
"925";"Canadair CRJ-200";"N209RW";"Heavy";"KMQY";"16.0";"2003.0";"Contour Aviation"
"926";"Challenger 350";"N599JT";"Medium";"KJWN";"9.0";"2016.0";"Contour Aviation"
"927";"Citation Excel";"N116DA";"Light";"KMQY";"8.0";"2002.0";"Contour Aviation"
"928";"Citation V";"N365EA";"Light";"KMQY";"9.0";"1991.0";"Contour Aviation"
"929";"Citation XLS";"N789KG";"Light";"KJWN";"9.0";"2005.0";"Contour Aviation"
"930";"Embraer 135 LR";"N11526";"Heavy";"KSBA";"30.0";"1999.0";"Contour Aviation"
"931";"Embraer 135 LR";"N16501";"Heavy";"KMQY";"30.0";"1999.0";"Contour Aviation"
"932";"Embraer 135 LR";"N16502";"Heavy";"KMQY";"30.0";"1999.0";"Contour Aviation"
"933";"Embraer 135 LR";"N16525";"Heavy";"KSBA";"30.0";"1999.0";"Contour Aviation"
"934";"Global Express XRS";"N989SF";"Heavy";"KTEB";"13.0";"2007.0";"Contour Aviation"
"935";"Hawker 800XP";"N593DC";"Medium";"KMQY";"8.0";"2001.0";"Contour Aviation"
"936";"Jetstream 3201";"N962AE";"Turbo-prop";"KMQY";"19.0";"1992.0";"Contour Aviation"
"937";"Jetstream 31";"N310CN";"Turbo-prop";"KMQY";"15.0";"1987.0";"Contour Aviation"
"938";"Jetstream 31";"N657BA";"Turbo-prop";"KMQY";"15.0";"1985.0";"Contour Aviation"
"939";"Learjet 35A";"N701DA";"Light";"KMQY";"8.0";"1978.0";"Contour Aviation"
"940";"Pilatus PC 12";"OY-RSE";"Turbo-prop";"EKRK";"8.0";"2011.0";"Copenhagen Air Taxi A/S"
"941";"Citation Bravo";"N100RJ";"Light";"KPTK";"7.0";"1997.0";"Corporate Air Travel, LLC"
"942";"King Air 200";"N84CA";"Turbo-prop";"KPTK";"8.0";"1976.0";"Corporate Air Travel, LLC"
"943";"King Air 200";"N896CM";"Turbo-prop";"KPTK";"8.0";"1979.0";"Corporate Air Travel, LLC"
"944";"King Air B200";"N176M";"Turbo-prop";"KPTK";"8.0";"1982.0";"Corporate Air Travel, LLC"
"945";"Citation Excel";"N560DR";"Light";"KAGC";"7.0";"2000.0";"Corporate Air, LLC"
"946";"Citation II";"N990M";"Light";"KAGC";"8.0";"1989.0";"Corporate Air, LLC"
"947";"Citation X";"N60ES";"Medium";"KPIT";"9.0";"1997.0";"Corporate Air, LLC"
"948";"Citation XLS";"N560ES";"Light";"KAGC";"8.0";"2008.0";"Corporate Air, LLC"
"949";"Gulfstream G-280";"N280DX";"Medium";"KPIT";"10.0";"2013.0";"Corporate Air, LLC"
"950";"Gulfstream G-280";"N285DX";"Medium";"KPIT";"10.0";"2013.0";"Corporate Air, LLC"
"951";"Gulfstream G-280";"N977AE";"Medium";"KAGC";"10.0";"2014.0";"Corporate Air, LLC"
"952";"Gulfstream G-450";"N717DX";"Heavy";"KPIT";"14.0";"2007.0";"Corporate Air, LLC"
"953";"Gulfstream G-650";"N1948S";"Heavy";"KPIT";"16.0";"2018.0";"Corporate Air, LLC"
"954";"Gulfstream G-650";"N235DX";"Heavy";"KPIT";"16.0";"2017.0";"Corporate Air, LLC"
"955";"Gulfstream G-IVSP";"N154C";"Heavy";"KPIT";"13.0";"2002.0";"Corporate Air, LLC"
"956";"Gulfstream G-IVSP";"N550GN";"Heavy";"KAGC";"15.0";"1998.0";"Corporate Air, LLC"
"957";"Hawker 400XP";"N31ST";"Light";"KSUS";"8.0";"2010.0";"Corporate Aircraft Management"
"958";"Hawker 400XP";"N711P";"Light";"KSUS";"8.0";"2008.0";"Corporate Aircraft Management"
"959";"Hawker 700A";"N789BA";"Medium";"KSUS";"7.0";"1982.0";"Corporate Aircraft Management"
"960";"Hawker 700A";"N944TB";"Medium";"KSUS";"8.0";"1984.0";"Corporate Aircraft Management"
"961";"Hawker 800XPi";"N528MX";"Medium";"KSUS";"9.0";"2005.0";"Corporate Aircraft Management"
"962";"Hawker 850XP";"N705BB";"Medium";"KSUS";"9.0";"2006.0";"Corporate Aircraft Management"
"963";"Citation II";"N204CF";"Light";"KPTK";"8.0";"1981.0";"Corporate Flight Inc."
"964";"Citation V";"N560CF";"Light";"KPTK";"8.0";"1990.0";"Corporate Flight Inc."
"965";"Falcon 2000LX";"N515CF";"Heavy";"KPTK";"10.0";"2008.0";"Corporate Flight Inc."
"966";"Bell 429";"N28BB";"Helicopter twin engine";"KVNY";"6.0";"2017.0";"Cove Aviation Partners LLC"
"967";"Gulfstream G-280";"N456JA";"Medium";"KVNY";"10.0";"2018.0";"Cove Aviation Partners LLC"
"968";"Gulfstream G-V";"N780W";"Heavy";"KVNY";"14.0";"1997.0";"Cove Aviation Partners LLC"
"969";"Learjet 35A";"N351TV";"Light";"KCRG";"8.0";"1981.0";"Craig Air Center, Inc."
"970";"Learjet 45";"N424TG";"Light";"KCRG";"9.0";"2001.0";"Craig Air Center, Inc."
"971";"Learjet 60";"N604BK";"Medium";"KJAX";"8.0";"2003.0";"Craig Air Center, Inc."
"972";"Citation Bravo";"N125CE";"Light";"KSDF";"8.0";"2000.0";"Crew Aviation LL"
"973";"Citation Excel";"N125JJ";"Light";"KSDF";"9.0";"1998.0";"Crew Aviation LL"
"974";"Citation Excel";"N561CE";"Light";"KSDF";"9.0";"2001.0";"Crew Aviation LL"
"975";"Learjet 45";"N450HA";"Light";"KSDF";"9.0";"2001.0";"Crew Aviation LL"
"976";"Beech Bonanza 36";"N77HT";"Turbo-prop";"KDDC";"5.0";"1978.0";"Crotts Aircraft Service Inc"
"977";"Cessna 340A";"N500CT";"Turbo-prop";"KDDC";"3.0";"1981.0";"Crotts Aircraft Service Inc"
"978";"Cessna 421 C";"N66CL";"Turbo-prop";"KDDC";"6.0";"1980.0";"Crotts Aircraft Service Inc"
"979";"Cessna 421 C";"N726RT";"Turbo-prop";"KDDC";"7.0";"1976.0";"Crotts Aircraft Service Inc"
"980";"Cheyenne I";"N818SF";"Turbo-prop";"KDDC";"5.0";"1980.0";"Crotts Aircraft Service Inc"
